prior_knowledge_score,avg_quiz_score,cognitive_load_score,avg_time_per_question,error_rate,revision_frequency,help_requests_count,attention_span_score,mental_fatigue_score,time_variation,concept_mastery_rate,engagement_rate,avg_study_time_per_day,performance_score,ready_for_advanced,ready_for_advanced_svc,learning_path_type,recommended_difficulty
77,47,5,86,0.8034955554271282,12,6,5,7,32,34,37,1,83.65477754517605,1,1,2,2
39,48,7,75,0.9242647080545117,3,9,8,5,19,37,56,4,26.92520208741028,0,0,0,0
63,4,8,103,0.2738535458011576,7,10,3,5,3,1,42,4,30.37332345531305,0,0,0,0
45,77,10,96,0.8775229524710539,3,4,6,7,1,85,39,5,60.64169507599526,1,1,1,1
65,63,9,35,0.7004659701172019,10,1,1,7,10,19,20,3,66.223109316632,1,1,1,1
77,37,10,116,0.4836959742677778,3,8,9,6,14,30,44,4,37.67679403377755,0,0,0,0
75,1,9,81,0.5725307932022677,9,17,8,8,4,91,14,3,45.81376788933465,0,0,1,0
44,9,7,59,0.10500872809491613,11,14,7,5,14,20,86,3,52.36337312241807,0,0,1,1
2,20,10,66,0.05352835838033965,8,7,6,1,28,11,15,3,29.78465431226524,0,0,0,0
43,93,5,55,0.24282413663782898,3,9,5,5,34,15,57,1,62.5143100616531,1,1,1,1
26,90,4,24,0.4202874159133362,3,0,5,3,38,100,38,4,74.13268457872131,1,1,2,1
47,16,7,35,0.46994084655839263,9,0,2,1,31,1,64,0,39.3360983868102,0,0,0,0
63,17,9,118,0.6306749562398798,2,1,10,10,37,65,2,3,22.5735975262752,0,0,0,0
40,35,4,10,0.26341495915034396,13,2,8,8,34,9,59,1,69.53871868680514,1,1,1,1
36,48,4,61,0.2789886726425965,0,8,1,7,23,91,97,2,44.66075392171712,0,0,0,0
26,7,1,76,0.4779144709315031,9,19,1,7,1,7,24,0,38.35855049067936,0,0,0,0
41,58,1,103,0.6399875790682923,0,20,1,9,7,67,50,0,45.719031489418576,0,0,1,0
7,58,4,58,0.8474051709315081,3,0,3,5,21,12,50,0,35.61783684174996,0,0,0,0
47,34,6,12,0.1385254307259527,9,7,8,9,13,54,31,3,68.45693313615762,1,1,1,1
64,35,9,14,0.995943612199861,6,15,6,5,31,76,42,1,52.0790873130905,0,0,1,1
91,10,10,23,0.6303532014483711,8,2,6,4,6,36,66,4,45.92907505820885,0,0,1,0
95,32,5,13,0.6242540388468928,4,18,8,1,33,99,53,0,60.645799613879134,1,1,1,1
81,61,10,76,0.6216294085626434,3,20,2,5,17,46,11,0,44.67559906648827,0,0,0,0
95,90,4,49,0.622789848741148,14,8,1,1,5,84,23,5,100.0,1,1,2,2
61,35,10,63,0.6591399914259636,4,12,2,1,19,31,11,2,44.92655557135928,0,0,0,0
23,60,9,115,0.7682571073097397,8,20,2,7,32,1,52,0,47.92855466340059,0,0,1,0
81,84,1,60,0.08733729085656661,6,16,2,1,22,19,67,4,92.89223809221123,1,1,2,2
97,95,8,67,0.9119123492020168,4,0,4,9,26,4,86,3,69.9396124807431,1,1,1,1
12,65,2,86,0.7827184267976988,3,18,7,8,17,50,31,3,44.27625562144325,0,0,0,0
24,38,5,50,0.18018235364726598,4,8,10,9,24,11,80,1,35.31666435956008,0,0,0,0
94,80,5,39,0.3618122171791336,6,7,9,3,27,33,67,1,92.64485799334452,1,1,2,2
76,3,2,94,0.8749916229282807,0,2,2,5,24,88,75,5,22.21117883663737,0,0,0,0
68,89,10,69,0.500394453320227,12,17,9,5,2,80,17,2,100.0,1,1,2,2
95,20,5,59,0.9462387273701096,13,3,7,2,18,15,67,2,71.88833680409718,1,1,2,1
60,56,4,11,0.46802395109323247,8,3,7,5,8,69,72,3,80.42259262234036,1,1,2,2
42,37,3,90,0.11411373528033952,11,13,4,8,32,93,44,2,81.74984047497739,1,1,2,2
12,17,3,77,0.8333104390729527,7,18,10,10,38,54,10,3,32.27155827648384,0,0,0,0
34,89,6,76,0.5651950888304328,12,20,1,1,24,90,71,5,96.00670649211007,1,1,2,2
0,58,4,109,0.0015307580955226108,7,20,3,10,13,89,13,2,70.91400037548658,1,1,2,1
90,96,4,117,0.45491470721516936,0,19,6,5,15,5,78,1,57.018262821271506,0,1,1,1
13,49,1,56,0.2474567628458081,0,8,2,2,35,79,78,1,41.174253424995314,0,0,0,0
16,8,9,88,0.42308710199527044,0,18,10,5,32,94,64,2,16.013652733864586,0,0,0,0
94,50,7,98,0.15326571944145106,2,6,1,3,19,98,62,0,72.61087197085853,1,1,2,1
92,27,8,78,0.10977026068142393,2,8,1,10,35,99,94,5,55.581335693182744,0,1,1,1
24,36,1,46,0.3691287345460583,0,5,1,9,35,73,26,3,41.272069740448494,0,0,0,0
56,31,3,73,0.35066785156872604,14,11,3,7,38,4,40,3,81.68964490265721,1,1,2,2
32,39,9,75,0.32717689332170674,2,11,2,9,17,65,75,1,28.12942592306755,0,0,0,0
92,7,4,23,0.45900723665584653,13,10,7,6,2,13,77,2,67.4038162429094,1,1,1,1
77,98,2,15,0.20552584700369247,0,3,8,2,12,38,8,0,76.25763276102774,1,1,2,2
15,46,3,100,0.2521164148460955,10,13,4,1,21,86,92,0,66.11323222130773,1,1,1,1
0,20,8,21,0.18410475138867655,11,11,4,3,3,62,64,1,51.72452432681976,0,0,1,1
7,12,1,81,0.9344228628128151,14,17,3,1,34,60,3,0,66.04684993145011,1,1,1,1
23,40,1,90,0.07222469009784416,7,7,6,1,4,5,4,1,43.85911053970132,0,0,0,0
37,65,10,13,0.7792827421135164,8,5,2,1,30,37,1,2,58.536108125791046,0,1,1,1
26,27,7,17,0.4336910386680952,8,17,9,9,30,59,27,3,49.76046182175332,0,0,1,0
49,25,5,58,0.5579017551260272,0,19,1,1,3,29,34,0,5.987892506872782,0,0,0,0
28,57,5,47,0.10718587112748135,0,9,10,3,27,82,11,3,43.082249490977375,0,0,0,0
55,14,6,110,0.03223384177218369,4,14,3,8,17,33,14,1,35.093827846612534,0,0,0,0
94,89,2,83,0.9618576523522598,5,9,6,8,17,65,32,0,92.67711815151208,1,1,2,2
80,41,10,71,0.637357571516125,1,9,6,2,4,33,18,3,33.611128657329125,0,0,0,0
94,80,7,67,0.6316447320021625,12,5,8,8,10,18,89,2,93.6188795028595,1,1,2,2
12,95,6,20,0.1857149014037257,7,15,8,5,18,38,10,0,69.34337878159778,1,1,1,1
44,22,6,22,0.5618334897588876,8,17,10,7,18,50,53,1,50.767088887395715,0,0,1,1
41,69,1,117,0.6123405567698751,5,7,8,5,5,35,50,1,65.0233040861473,1,1,1,1
47,76,10,88,0.06694459226535276,11,7,9,5,30,9,39,4,85.0847491947878,1,1,2,2
19,85,5,65,0.8824733622308383,11,19,8,10,10,81,78,1,80.64527893705717,1,1,2,2
96,19,4,77,0.7005361876051751,2,8,2,5,17,83,80,3,34.80841116184792,0,0,0,0
61,58,3,90,0.11527565374084603,12,11,8,2,34,89,57,2,100.0,1,1,2,2
43,41,5,22,0.5027849001598547,14,0,1,5,35,99,9,5,98.78826101635109,1,1,2,2
12,68,8,31,0.20708540922511443,6,15,1,10,11,33,66,3,49.47649435972357,0,0,1,0
6,57,9,119,0.5042263619518601,5,14,5,8,36,22,38,0,34.79865455433676,0,0,0,0
94,49,1,96,0.03895480170422028,2,4,7,4,10,37,13,0,68.39899881031384,1,1,1,1
100,84,3,30,0.5286129965348112,7,10,6,7,32,30,85,5,90.71739572549764,1,1,2,2
64,60,1,22,0.008358929440078433,4,19,7,3,27,9,5,5,62.116451817919504,1,1,1,1
58,6,4,72,0.9375344453355174,7,3,10,10,10,94,46,5,54.27405846031765,0,0,1,1
99,28,4,101,0.1126745154793346,3,5,4,2,9,88,23,0,61.951342889495706,1,1,1,1
40,11,7,78,0.03771951596953982,1,15,1,5,4,0,79,1,5.995596471619391,0,0,0,0
24,58,6,40,0.47351605374561134,0,18,7,3,35,31,91,0,32.04991270241234,0,0,0,0
6,22,2,87,0.6527955513502706,8,10,10,7,17,7,54,0,33.7741173740914,0,0,0,0
41,40,3,31,0.5441554024174104,2,11,2,9,19,48,64,0,28.243277301860815,0,0,0,0
59,72,5,75,0.7984338717755893,8,4,1,8,37,69,26,4,79.07036645216853,1,1,2,2
11,83,9,26,0.7889958841704394,11,15,5,4,10,89,1,5,81.14259657252148,1,1,2,2
5,76,10,103,0.9827312415433523,9,4,5,2,28,79,99,4,60.5767316722143,1,1,1,1
69,55,4,21,0.7625439414320452,6,7,3,2,33,25,58,1,59.443479096972645,0,1,1,1
72,14,7,53,0.07230540205705827,3,12,3,8,30,0,18,4,21.71707500627874,0,0,0,0
96,17,8,91,0.4736379010155459,13,12,3,9,17,73,88,0,89.7232845313975,1,1,2,2
31,4,7,105,0.15508560902755464,8,20,5,5,5,62,87,0,35.08037890060849,0,0,0,0
91,35,10,31,0.6782667142971226,4,1,10,7,3,82,72,3,50.044697125706236,0,0,1,1
34,38,2,113,0.913811702666122,2,0,5,9,8,3,44,2,20.158773157207143,0,0,0,0
100,39,9,102,0.3825836869336732,5,10,8,5,28,84,21,1,67.49793722726038,1,1,1,1
26,77,3,48,0.9952142600219779,9,8,8,2,15,2,31,5,61.05950269424209,1,1,1,1
95,82,4,87,0.9274581050268649,6,18,7,8,27,40,27,0,91.35616168922671,1,1,2,2
87,80,7,81,0.004079672304333926,11,12,9,5,17,70,17,3,100.0,1,1,2,2
10,40,3,60,0.8567599203751881,0,8,6,1,7,59,5,5,18.96936095406664,0,0,0,0
93,89,8,25,0.23828214440918927,5,16,9,2,25,20,40,2,83.0476476525149,1,1,2,2
67,61,9,65,0.7683580903441426,9,12,5,5,20,81,37,4,75.82202461900773,1,1,2,2
73,57,6,62,0.11102148009203883,7,17,10,5,39,91,59,2,88.99795006051424,1,1,2,2
34,55,4,92,0.42772287029859,9,19,9,9,30,47,28,0,77.94879622136412,1,1,2,2
44,56,5,94,0.5577187305399665,1,10,9,2,14,80,22,5,38.678457685543975,0,0,0,0
87,12,2,115,0.5492304651538273,12,5,6,8,35,51,25,2,79.85734007371123,1,1,2,2
54,12,5,28,0.8489145326553916,9,20,7,5,7,79,84,2,62.52532124603259,1,1,1,1
94,1,2,109,0.9144525508309473,9,20,6,10,7,19,52,3,46.28548758686621,0,0,1,0
46,14,1,81,0.408213740552805,12,4,4,9,25,81,80,4,79.9802959228743,1,1,2,2
83,59,2,104,0.5620609823823901,1,0,4,2,35,37,93,2,49.929416828463474,0,0,1,0
24,43,7,51,0.23201252420928942,11,5,10,10,40,33,6,3,68.0501890116858,1,1,1,1
24,79,5,96,0.2556953065704437,0,5,7,8,39,8,36,0,37.191258886365965,0,0,0,0
79,66,4,58,0.027212083605843707,2,17,6,5,35,9,76,5,56.78369591341332,0,1,1,1
40,16,6,84,0.9485573787026119,8,14,10,2,37,27,40,2,39.99805604967012,0,0,0,0
99,98,1,113,0.022479563113404044,3,5,8,4,32,99,26,0,100.0,1,1,2,2
72,51,9,62,0.18814819353840018,13,19,3,4,30,45,12,0,86.03726736951297,1,1,2,2
87,22,9,45,0.17395593356453298,1,3,9,10,40,43,45,2,38.35616331174204,0,0,0,0
54,100,7,116,0.3128763004828715,1,3,2,9,20,10,42,0,52.94156178145488,0,0,1,1
6,28,4,111,0.3490476418325601,7,18,6,3,12,48,26,1,43.85132124226313,0,0,0,0
69,75,6,120,0.6085335213375671,10,5,6,1,1,62,59,5,89.60343863337819,1,1,2,2
23,75,6,79,0.29882507623249377,4,10,5,8,10,63,31,2,55.53954996408994,0,1,1,1
81,13,7,60,0.988897299753364,13,18,2,10,31,66,81,1,60.03384237797405,1,1,1,1
11,0,9,39,0.267290276497571,8,9,4,9,36,76,93,1,31.649716954902974,0,0,0,0
47,51,8,84,0.4395656715858136,2,3,3,5,11,12,44,2,36.7057705563756,0,0,0,0
37,39,7,77,0.7268180300046053,8,20,4,1,22,8,81,5,40.08679123125353,0,0,0,0
20,84,8,116,0.33103685947124617,13,13,3,3,38,51,79,4,96.25677006561496,1,1,2,2
42,56,9,109,0.9796017219050811,6,5,9,8,24,40,50,0,56.35930148895901,0,1,1,1
80,7,9,31,0.3552753419829341,8,17,3,6,10,34,74,2,43.31396492966774,0,0,0,0
32,18,4,46,0.7241546051943241,9,19,6,4,20,70,63,0,60.29494119395488,1,1,1,1
94,19,8,35,0.7374173208869954,12,5,4,10,17,35,72,3,57.63371239959766,0,1,1,1
57,93,3,114,0.7325608813329749,2,17,10,1,38,6,30,2,58.01564426194397,0,1,1,1
88,18,7,63,0.6777046950870994,9,16,3,5,25,79,40,3,56.86189177058173,0,1,1,1
21,93,10,48,0.7274357964774446,5,4,4,8,5,31,25,4,53.83223469782603,0,0,1,1
88,12,7,41,0.7310179185206223,2,0,5,3,1,24,9,3,28.68604543541937,0,0,0,0
21,35,2,15,0.7223441365220701,3,4,6,7,24,42,27,4,38.271825879545794,0,0,0,0
35,86,1,100,0.8133932201011326,12,19,8,3,7,13,98,4,100.0,1,1,2,2
6,36,10,108,0.154936674274461,0,19,10,5,19,14,34,3,9.935883760962529,0,0,0,0
43,37,5,15,0.32925467775417505,4,12,6,9,4,91,2,3,53.08839227265558,0,0,1,1
53,58,2,97,0.5714697942934257,2,3,4,10,20,24,94,2,48.24372931349757,0,0,1,0
36,34,9,102,0.4956157537791114,10,3,9,9,21,17,23,1,44.97698643018678,0,0,0,0
59,89,10,118,0.9546073602722325,13,15,5,8,7,87,55,1,100.0,1,1,2,2
88,6,6,11,0.9388378045873099,2,12,4,6,21,34,56,1,17.542096000373796,0,0,0,0
12,31,2,119,0.27435401410226123,10,16,5,3,29,0,27,3,54.94350728319664,0,0,1,1
38,23,3,39,0.24956579423050484,0,19,2,2,27,70,91,3,21.8587627711252,0,0,0,0
97,47,4,104,0.7128833079103892,10,19,3,8,24,33,84,4,82.28764248475056,1,1,2,2
23,59,4,53,0.32089786455048686,0,8,5,10,37,52,4,0,45.135755761503,0,0,1,0
58,53,7,51,0.8848310905265875,9,2,6,2,20,90,100,0,69.39566503265186,1,1,1,1
53,22,1,51,0.4208631508780376,9,12,3,3,40,27,47,0,60.28007954945051,1,1,1,1
80,14,6,18,0.30851845734776295,5,8,4,10,37,59,44,3,54.96079019184483,0,0,1,1
96,47,10,10,0.6168160438101179,10,9,8,3,6,16,53,5,73.15341149008859,1,1,2,1
4,71,10,60,0.10274031390965854,3,12,7,10,17,38,22,5,44.14840092311492,0,0,0,0
24,86,10,83,0.10416617459119326,12,11,4,7,36,35,10,1,91.32449118192942,1,1,2,2
35,94,2,35,0.7541065560180731,7,17,8,10,30,58,86,3,88.1778150536706,1,1,2,2
74,46,6,68,0.2721468627714356,14,0,1,3,29,41,52,5,95.92231636071021,1,1,2,2
7,34,2,112,0.4718459449097073,11,4,5,9,6,18,26,4,51.388979012425075,0,0,1,1
90,37,7,52,0.06407755698685536,14,13,8,1,10,18,66,5,98.19978762797895,1,1,2,2
87,6,6,16,0.1917878490547399,4,10,5,5,8,0,67,1,31.57461408683705,0,0,0,0
77,40,1,100,0.8214458471129633,14,4,10,4,32,50,11,5,100.0,1,1,2,2
61,83,10,97,0.7015312556232505,4,5,6,5,22,9,48,1,49.84763944492532,0,0,1,0
44,0,10,62,0.19925162694924048,0,10,4,1,3,74,58,4,11.483382637575499,0,0,0,0
95,77,5,22,0.2785308094336928,4,0,7,8,34,4,17,1,75.39154153473604,1,1,2,2
60,95,10,22,0.9134840091926509,0,20,4,6,21,77,4,1,57.83427691129937,0,1,1,1
10,54,7,79,0.15129905768350105,0,19,3,8,25,55,60,3,23.813716757189113,0,0,0,0
1,19,5,58,0.7829474778536015,5,20,4,1,38,90,99,2,17.666794697938702,0,0,0,0
99,80,2,113,0.2689687932765924,2,7,8,8,6,47,95,3,76.56216728886825,1,1,2,2
20,70,4,74,0.631467930651753,8,14,4,6,11,27,99,3,68.48999723873256,1,1,1,1
13,84,2,60,0.6117311098964954,3,10,8,9,16,17,62,2,43.8546019306172,0,0,0,0
70,27,2,35,0.2202773443698357,5,16,1,2,9,56,42,4,52.277557029947765,0,0,1,1
43,94,8,116,0.8494535202174984,9,11,10,10,20,86,100,3,85.13260826052303,1,1,2,2
78,18,8,61,0.6340785307880126,2,6,3,3,12,96,30,2,38.12160245406092,0,0,0,0
45,87,9,105,0.5695978094679806,2,17,7,7,32,99,87,4,62.56310721494739,1,1,1,1
95,10,1,37,0.6948266825527968,11,11,5,9,39,18,27,3,72.95972803449853,1,1,2,1
85,11,2,66,0.9057039545044621,8,2,6,8,27,23,90,2,63.67423921304491,1,1,1,1
4,79,8,86,0.36104394928915706,11,2,4,2,17,43,43,5,76.69727889538557,1,1,2,2
60,48,4,56,0.13435246696720293,1,13,9,4,10,33,84,0,45.4570191681675,0,0,1,0
46,95,8,38,0.4777361862980505,5,2,4,6,6,91,44,2,73.2218712483558,1,1,2,1
70,56,1,101,0.5652249130002107,14,7,10,4,35,49,60,0,100.0,1,1,2,2
74,25,4,90,0.5837587486407735,9,8,8,10,17,92,28,2,79.46729862099066,1,1,2,2
20,48,3,103,0.6103902141708156,12,5,2,8,5,93,25,5,87.9603061889607,1,1,2,2
59,35,3,92,0.9558160570265325,1,17,4,9,33,69,31,1,33.04599240069828,0,0,0,0
33,5,10,78,0.32062307177269667,11,4,1,5,37,12,81,4,55.69824186899345,0,1,1,1
86,74,4,96,0.8176564107567037,8,13,10,7,30,99,37,4,97.24184918751827,1,1,2,2
100,0,4,17,0.6056710163198835,2,16,2,4,25,7,99,3,18.371847378558865,0,0,0,0
46,61,4,99,0.29586648971086804,10,2,5,3,37,68,67,0,88.75144267462575,1,1,2,2
31,34,4,35,0.06763601856258405,8,12,7,3,33,42,15,2,56.61439022422898,0,1,1,1
71,85,1,33,0.880918374238433,7,8,10,10,12,23,76,3,77.52606667688806,1,1,2,2
29,73,2,120,0.4914501312550429,14,9,7,8,17,100,26,5,96.44720200930661,1,1,2,2
33,73,4,86,0.12264841123376602,7,0,5,7,17,36,14,2,74.81065766676181,1,1,2,1
20,35,7,27,0.4068265136090947,9,17,9,4,37,45,95,0,55.601162884036675,0,1,1,1
25,28,8,51,0.4727780402766236,6,10,7,8,12,68,86,4,36.14310968844224,0,0,0,0
79,56,4,78,0.9752109211796709,8,8,2,1,33,15,29,4,65.02539890627182,1,1,1,1
69,90,8,35,0.931465375520285,1,13,7,5,12,39,25,1,47.61331686983519,0,0,1,0
13,56,2,33,0.8216650313606132,1,20,7,1,3,82,50,1,40.573500585600925,0,0,0,0
50,58,5,100,0.8343950750486653,14,19,5,10,26,6,86,5,92.81384924173078,1,1,2,2
85,4,1,24,0.7088194744387691,9,18,2,8,27,0,75,2,50.90925516377774,0,0,1,1
6,53,3,10,0.6008114576956534,5,20,6,3,39,21,65,0,38.932311309243936,0,0,0,0
47,98,9,72,0.6219050186239019,1,2,6,5,20,47,59,1,55.88059451830545,0,1,1,1
47,10,2,59,0.9617747034097771,8,6,5,9,15,99,75,5,66.98905130736338,1,1,1,1
29,61,5,100,0.5442224030880897,11,2,1,6,38,80,68,0,82.14602400521954,1,1,2,2
25,22,7,32,0.215879257062781,8,15,1,5,33,49,85,1,40.625242868910405,0,0,0,0
23,0,9,25,0.5204578557665898,9,9,5,3,14,44,15,4,24.32955502111029,0,0,0,0
93,8,8,86,0.19063825890582242,6,0,3,8,11,58,75,4,50.11255136244787,0,0,1,1
60,64,6,12,0.17016633625292954,0,9,10,9,36,52,37,0,43.06594164429747,0,0,0,0
58,23,1,66,0.15295400660067693,2,16,4,7,3,31,65,1,38.72101335649433,0,0,0,0
9,27,5,86,0.5183528519734147,1,12,8,5,12,78,24,1,19.229936856493868,0,0,0,0
24,72,6,106,0.4388469732483232,12,8,1,1,21,19,98,2,78.3952737050564,1,1,2,2
34,84,10,96,0.9829381813307271,9,17,4,4,34,100,9,2,78.2693432744257,1,1,2,2
93,51,7,18,0.47298988509798956,13,19,1,9,19,13,25,2,97.77406427027265,1,1,2,2
79,54,3,91,0.4719166915607964,3,13,3,7,6,59,20,1,62.09544609074554,1,1,1,1
57,34,9,13,0.7992141492074751,14,9,7,10,38,58,7,1,77.70399828345955,1,1,2,2
61,39,10,10,0.930517308272303,14,7,9,8,7,89,93,2,78.01598875889722,1,1,2,2
88,11,5,97,0.18743963714941048,9,9,6,3,4,43,82,1,68.2315942905573,1,1,1,1
69,41,5,53,0.16568072561836367,0,1,2,1,3,68,97,0,41.42670160089403,0,0,0,0
38,14,7,117,0.4215682550276786,9,7,6,10,8,70,90,3,50.5103445612558,0,0,1,1
0,3,5,26,0.887541650756038,9,5,8,7,36,81,53,1,34.18289803904176,0,0,0,0
57,49,8,89,0.7920896730803076,12,5,9,10,34,86,19,0,85.15033188231584,1,1,2,2
1,1,7,61,0.07708074467440351,13,9,1,3,39,11,92,2,40.25043086805989,0,0,0,0
90,82,7,50,0.17696689165865875,4,3,6,4,11,43,34,2,80.85149376903613,1,1,2,2
48,21,1,28,0.3151984823903833,4,15,10,3,8,67,26,0,51.83335704942563,0,0,1,1
88,49,5,102,0.12792821710707936,9,20,6,5,18,24,44,5,82.2138581694558,1,1,2,2
83,77,10,72,0.2540037735079469,9,4,1,10,40,46,82,4,89.64622341587352,1,1,2,2
60,24,6,85,0.7611226862981278,11,10,1,6,14,42,60,1,67.62366759886004,1,1,1,1
3,63,3,10,0.8173635281399569,14,17,3,6,6,46,71,0,75.91720465833997,1,1,2,2
61,2,10,12,0.7973398985104594,5,16,8,10,6,1,22,0,13.661705683713647,0,0,0,0
64,0,9,84,0.2909256045611538,9,3,5,7,12,75,17,5,50.19471438257241,0,0,1,1
63,60,4,111,0.6320899937515103,8,19,1,1,20,69,12,2,90.49071371478064,1,1,2,2
36,29,6,99,0.05772857753923699,13,5,1,10,38,17,86,0,75.49801800745223,1,1,2,2
70,89,8,15,0.6162707185438525,11,5,8,1,11,42,90,5,94.29023570028214,1,1,2,2
18,60,5,24,0.8323358918348807,3,5,1,2,36,15,86,3,32.59992409739751,0,0,0,0
40,11,4,29,0.9656674552058677,3,7,7,1,21,22,55,3,15.55756951960087,0,0,0,0
94,2,4,41,0.5073337483629452,8,2,1,5,28,50,65,5,52.722562670107294,0,0,1,1
58,25,2,23,0.2060637194051851,0,5,4,10,3,86,40,4,38.404580145740255,0,0,0,0
93,79,9,28,0.16104314684186316,5,14,2,6,1,95,56,0,87.06185238263006,1,1,2,2
43,88,10,33,0.40174159997354475,6,5,3,1,35,59,14,5,83.30952197117712,1,1,2,2
47,10,4,80,0.6232989044498817,13,9,6,9,5,63,55,4,66.98964253116037,1,1,1,1
39,14,1,107,0.8688589249183712,2,6,6,7,32,93,25,5,33.01769469804008,0,0,0,0
18,20,4,75,0.7780731814335412,1,18,5,6,27,40,2,5,2.429630435917776,0,0,0,0
69,22,5,27,0.9398823784807698,10,12,9,9,2,46,17,2,59.46495626924029,0,1,1,1
58,52,1,20,0.30863170406496465,13,20,6,9,6,74,79,2,100.0,1,1,2,2
20,34,4,59,0.17329277069256033,10,12,6,9,24,57,70,3,66.44616133406228,1,1,1,1
23,7,10,28,0.4431770688779768,14,12,1,6,27,22,87,5,48.62127003998596,0,0,1,0
26,81,9,14,0.2936377201475109,5,11,2,1,37,11,100,5,54.9948056878297,0,0,1,1
57,60,10,103,0.1316469262478036,13,10,1,4,32,83,76,3,91.32537766059185,1,1,2,2
43,1,5,25,0.01347793333172076,11,2,9,9,24,20,78,4,40.62937379078667,0,0,0,0
52,98,1,115,0.921100140877489,13,4,3,9,23,18,78,5,100.0,1,1,2,2
10,7,4,26,0.6253297088370977,12,5,10,4,2,12,3,2,44.04518226479289,0,0,0,0
56,34,2,91,0.1438271198040516,5,0,3,4,7,78,96,1,61.87223206148861,1,1,1,1
42,74,10,44,0.09841822279510459,2,15,5,10,23,47,74,3,43.05127588168894,0,0,0,0
66,43,10,24,0.25351140313501064,2,6,4,6,5,0,70,0,37.375498683147285,0,0,0,0
92,13,2,74,0.4613861328438503,2,11,9,6,28,72,20,1,45.00445656766116,0,0,1,0
29,97,2,12,0.6308505478061613,4,13,6,2,23,13,16,3,66.22851015324167,1,1,1,1
33,24,10,37,0.44510485772662156,12,8,10,9,40,70,7,3,61.359152214520925,1,1,1,1
80,60,10,52,0.23810452994735043,1,16,4,5,30,28,22,0,46.677393596520076,0,0,1,0
87,81,6,78,0.7353117586448066,3,4,5,5,11,93,85,2,69.929921660131,1,1,1,1
76,26,8,116,0.10164246841151381,12,13,4,9,8,33,36,3,77.32065206194615,1,1,2,2
89,55,7,61,0.36772170423509565,0,18,10,6,16,25,89,3,39.574237554674596,0,0,0,0
13,65,3,96,0.6326401696690331,12,16,8,5,25,61,15,2,75.0412051495259,1,1,2,2
20,78,6,78,0.6069089216662142,10,11,6,5,4,53,30,5,79.94576569540351,1,1,2,2
67,40,9,53,0.7290620192779911,1,9,1,6,21,75,6,2,31.751316277262408,0,0,0,0
98,86,1,23,0.4579696827998443,14,15,5,9,23,84,17,4,100.0,1,1,2,2
59,83,6,85,0.670105071644353,0,3,3,3,21,15,91,2,41.56520099653851,0,0,0,0
6,93,5,28,0.022572565392993904,0,7,5,4,29,2,32,5,35.78586348782962,0,0,0,0
27,58,1,96,0.4583810148076811,2,9,7,2,5,48,7,3,44.49957960931692,0,0,0,0
93,3,5,50,0.33213808922219434,12,15,9,1,17,59,91,2,86.35733392199927,1,1,2,2
20,42,5,45,0.875626537812314,14,16,1,10,10,100,74,0,80.78273877639803,1,1,2,2
34,76,5,77,0.6232867348606378,8,3,10,1,27,80,0,2,72.27121287571006,1,1,2,1
41,69,3,33,0.17457316803305212,4,11,4,4,23,82,3,1,81.71099321570567,1,1,2,2
64,74,8,102,0.9401964331722624,2,1,1,5,10,69,93,2,50.36286542259854,0,0,1,1
45,72,5,74,0.02785256418992277,11,16,4,7,11,72,42,2,100.0,1,1,2,2
15,40,4,80,0.8244402286537542,2,13,7,4,33,59,41,3,21.619186519104755,0,0,0,0
52,5,2,69,0.2560713646588838,13,8,9,8,10,38,22,0,66.21617842971462,1,1,1,1
59,64,9,31,0.8869059392150686,4,10,3,5,13,33,69,2,45.553949109639966,0,0,1,0
17,77,6,83,0.3173850997838755,3,13,2,6,40,36,74,2,50.022156172076606,0,0,1,1
79,79,1,92,0.18213634696643966,3,11,4,4,38,0,8,3,60.985472420185275,1,1,1,1
8,71,3,16,0.30886335450122626,11,10,8,7,20,63,84,1,86.86222844598687,1,1,2,2
22,24,4,117,0.4722717044179938,10,16,9,9,15,93,18,4,68.28338530061478,1,1,1,1
71,17,3,40,0.40554827744451494,8,13,3,6,31,58,56,2,54.689458468061254,0,0,1,1
14,87,5,38,0.757087407113882,3,10,7,8,40,76,40,5,57.340958037812925,0,1,1,1
60,13,2,119,0.6399091107836256,0,20,7,6,26,4,84,2,14.484210244069857,0,0,0,0
41,12,10,21,0.08758467669978587,1,5,7,4,16,89,42,3,23.47454403008913,0,0,0,0
13,96,7,117,0.596877309795091,8,8,4,1,35,54,85,5,69.77082082870395,1,1,1,1
79,53,5,107,0.28445204744486896,2,5,7,6,39,92,74,4,61.152385435125886,1,1,1,1
49,48,4,57,0.2181144010668924,12,11,4,1,12,77,41,5,94.7056967956678,1,1,2,2
75,69,10,89,0.6607192766659343,3,9,8,10,3,38,27,3,50.90290234183166,0,0,1,1
85,70,9,18,0.5888987629366051,14,9,2,1,9,13,75,3,98.25345044970207,1,1,2,2
5,41,6,41,0.33164395910976385,4,20,10,7,3,52,85,1,30.348959039498954,0,0,0,0
87,80,8,49,0.21576321686341138,10,12,9,6,33,40,15,5,93.93411020964888,1,1,2,2
93,92,7,83,0.5535051046337918,5,13,10,1,5,10,90,4,77.53219712973421,1,1,2,2
13,86,6,96,0.5490973713766993,7,10,2,9,27,53,84,2,66.96844040684552,1,1,1,1
0,60,7,113,0.6801012179823325,12,19,2,4,34,70,24,5,67.45092120299675,1,1,1,1
